gamification_id,user_id,xp_points,coins,level,badges_count,current_streak_days,leaderboard_rank_global,mission_completed_count,challenge_win_rate,last_reward_date
GAM0045626,USR045626,11113,3785,23,61,47,45626,68,0.532,2026-04-25
GAM0045627,USR045627,6403,8967,13,31,223,45627,122,0.542,2026-03-15
GAM0045628,USR045628,16562,1267,34,69,171,45628,187,0.695,2026-04-12
GAM0045629,USR045629,11641,7444,24,57,339,45629,118,0.934,2026-03-22
GAM0045630,USR045630,8658,7190,18,4,360,45630,29,0.079,2026-04-13
GAM0045631,USR045631,2314,3232,5,57,15,45631,93,0.467,2026-05-04
GAM0045632,USR045632,479,914,1,64,276,45632,65,0.146,2026-04-09
GAM0045633,USR045633,7795,1809,16,42,92,45633,94,0.834,2026-04-08
GAM0045634,USR045634,15109,3304,31,0,337,45634,200,0.656,2026-05-02
GAM0045635,USR045635,11252,1928,23,2,230,45635,78,0.653,2026-04-11
GAM0045636,USR045636,22055,8670,45,8,269,45636,152,0.246,2026-04-03
GAM0045637,USR045637,15307,1872,31,37,4,45637,82,0.448,2026-05-11
GAM0045638,USR045638,18287,6,37,18,135,45638,194,0.164,2026-03-18
GAM0045639,USR045639,6345,6637,13,48,154,45639,15,0.481,2026-04-27
GAM0045640,USR045640,11362,7189,23,23,334,45640,99,0.152,2026-03-22
GAM0045641,USR045641,14933,4924,30,45,54,45641,200,0.999,2026-03-26
GAM0045642,USR045642,9287,5335,19,10,323,45642,199,0.821,2026-04-02
GAM0045643,USR045643,2184,4431,5,5,105,45643,79,0.119,2026-04-05
GAM0045644,USR045644,9935,1795,20,65,18,45644,117,0.063,2026-04-13
GAM0045645,USR045645,16233,2963,33,29,282,45645,63,0.244,2026-04-30
GAM0045646,USR045646,9867,5001,20,79,82,45646,188,0.06,2026-04-12
GAM0045647,USR045647,22957,1075,46,28,4,45647,159,0.411,2026-03-25
GAM0045648,USR045648,20106,3829,41,41,348,45648,24,0.681,2026-04-25
GAM0045649,USR045649,7079,4305,15,11,298,45649,185,0.067,2026-04-16
GAM0045650,USR045650,13082,6916,27,38,313,45650,180,0.925,2026-04-26
GAM0045651,USR045651,7187,1264,15,48,238,45651,132,0.608,2026-04-19
GAM0045652,USR045652,18077,4912,37,34,92,45652,110,0.617,2026-04-13
GAM0045653,USR045653,19803,1718,40,26,65,45653,124,0.581,2026-05-08
GAM0045654,USR045654,24247,1903,49,70,197,45654,113,0.56,2026-03-31
GAM0045655,USR045655,22420,532,45,64,249,45655,170,0.293,2026-04-13
GAM0045656,USR045656,5315,979,11,3,208,45656,194,0.982,2026-04-12
GAM0045657,USR045657,20186,6770,41,41,90,45657,33,0.837,2026-04-02
GAM0045658,USR045658,10688,3990,22,50,277,45658,47,0.246,2026-05-10
GAM0045659,USR045659,14752,3910,30,35,105,45659,46,0.566,2026-04-28
GAM0045660,USR045660,18226,374,37,79,324,45660,104,0.864,2026-04-25
GAM0045661,USR045661,6140,1653,13,44,158,45661,169,0.371,2026-04-17
GAM0045662,USR045662,17136,797,35,79,8,45662,22,0.95,2026-05-06
GAM0045663,USR045663,9918,3567,20,2,95,45663,144,0.408,2026-04-30
GAM0045664,USR045664,15302,7531,31,22,119,45664,153,0.005,2026-03-18
GAM0045665,USR045665,6720,3323,14,78,166,45665,63,0.853,2026-03-22
GAM0045666,USR045666,22555,9517,46,80,67,45666,17,0.804,2026-04-28
GAM0045667,USR045667,23642,5036,48,62,149,45667,67,0.718,2026-05-08
GAM0045668,USR045668,2331,2331,5,67,26,45668,159,0.207,2026-04-27
GAM0045669,USR045669,4579,6027,10,27,46,45669,111,0.176,2026-04-13
GAM0045670,USR045670,15015,429,31,30,3,45670,151,0.865,2026-04-16
GAM0045671,USR045671,16937,5021,34,48,266,45671,136,0.45,2026-04-24
GAM0045672,USR045672,11328,6311,23,35,223,45672,3,0.981,2026-04-30
GAM0045673,USR045673,24763,5808,50,53,101,45673,3,0.714,2026-03-29
GAM0045674,USR045674,18515,5216,38,27,313,45674,167,0.895,2026-04-04
GAM0045675,USR045675,6614,158,14,3,271,45675,184,0.207,2026-03-26
GAM0045676,USR045676,1356,902,3,74,236,45676,126,0.182,2026-04-26
GAM0045677,USR045677,23640,3214,48,10,75,45677,33,0.368,2026-03-21
GAM0045678,USR045678,19532,9526,40,9,174,45678,56,0.356,2026-05-10
GAM0045679,USR045679,5018,9315,11,47,84,45679,135,0.961,2026-03-15
GAM0045680,USR045680,9891,1863,20,37,90,45680,42,0.771,2026-04-14
GAM0045681,USR045681,2582,4928,6,49,97,45681,125,0.216,2026-04-13
GAM0045682,USR045682,7745,6795,16,7,231,45682,27,0.844,2026-04-20
GAM0045683,USR045683,6749,6964,14,78,49,45683,79,0.483,2026-05-12
GAM0045684,USR045684,14652,5980,30,25,167,45684,13,0.264,2026-04-06
GAM0045685,USR045685,19499,1382,39,47,326,45685,23,0.393,2026-04-08
GAM0045686,USR045686,8630,3785,18,74,88,45686,29,0.893,2026-04-22
GAM0045687,USR045687,1458,4383,3,64,139,45687,182,0.404,2026-04-25
GAM0045688,USR045688,1100,6794,3,65,295,45688,156,0.742,2026-04-21
GAM0045689,USR045689,17261,6322,35,13,346,45689,142,0.433,2026-04-08
GAM0045690,USR045690,22026,6985,45,10,26,45690,48,0.721,2026-04-26
GAM0045691,USR045691,10218,7078,21,13,183,45691,4,0.211,2026-04-06
GAM0045692,USR045692,18183,2629,37,50,177,45692,80,0.509,2026-03-30
GAM0045693,USR045693,11563,4153,24,0,318,45693,100,0.606,2026-04-18
GAM0045694,USR045694,23794,2051,48,63,174,45694,139,0.668,2026-03-19
GAM0045695,USR045695,10350,3482,21,41,177,45695,60,0.256,2026-04-29
GAM0045696,USR045696,17000,1134,35,4,105,45696,165,0.973,2026-05-04
GAM0045697,USR045697,12797,4877,26,56,314,45697,37,0.26,2026-04-30
GAM0045698,USR045698,21653,1317,44,80,211,45698,49,0.825,2026-04-18
GAM0045699,USR045699,3731,1515,8,46,344,45699,64,0.366,2026-05-09
GAM0045700,USR045700,18260,8125,37,3,335,45700,182,0.324,2026-03-23
GAM0045701,USR045701,23803,2988,48,72,56,45701,165,0.784,2026-04-07
GAM0045702,USR045702,4996,7276,10,67,235,45702,33,0.125,2026-04-09
GAM0045703,USR045703,6172,8051,13,41,161,45703,26,0.991,2026-04-23
GAM0045704,USR045704,23100,7113,47,77,256,45704,51,0.826,2026-03-16
GAM0045705,USR045705,7832,2007,16,12,281,45705,48,0.78,2026-04-15
GAM0045706,USR045706,11289,6936,23,24,185,45706,147,0.194,2026-03-25
GAM0045707,USR045707,2228,3218,5,47,191,45707,88,0.129,2026-03-18
GAM0045708,USR045708,22814,1125,46,43,67,45708,121,0.227,2026-05-02
GAM0045709,USR045709,22797,3327,46,42,160,45709,85,0.053,2026-05-11
GAM0045710,USR045710,7737,5740,16,24,162,45710,171,0.797,2026-04-18
GAM0045711,USR045711,17576,3861,36,25,34,45711,34,0.004,2026-05-05
GAM0045712,USR045712,24123,7098,49,70,240,45712,148,0.994,2026-04-19
GAM0045713,USR045713,17178,878,35,50,0,45713,129,0.425,2026-04-29
GAM0045714,USR045714,1891,8383,4,62,202,45714,140,0.807,2026-03-19
GAM0045715,USR045715,8428,3002,17,10,164,45715,174,0.424,2026-03-31
GAM0045716,USR045716,8787,4271,18,25,302,45716,97,0.117,2026-04-17
GAM0045717,USR045717,16416,8111,33,17,333,45717,26,0.078,2026-04-10
GAM0045718,USR045718,2284,1581,5,67,145,45718,52,0.524,2026-05-06
GAM0045719,USR045719,16655,2395,34,62,75,45719,101,0.166,2026-04-11
GAM0045720,USR045720,24748,1472,50,70,247,45720,5,0.715,2026-05-01
GAM0045721,USR045721,22871,206,46,12,225,45721,5,0.04,2026-05-01
GAM0045722,USR045722,2126,745,5,51,156,45722,195,0.218,2026-05-12
GAM0045723,USR045723,13459,9496,27,23,236,45723,197,0.494,2026-03-25
GAM0045724,USR045724,24212,3896,49,54,121,45724,18,0.545,2026-03-23
GAM0045725,USR045725,1425,344,3,30,284,45725,22,0.329,2026-04-27
GAM0045726,USR045726,23790,4798,48,66,255,45726,192,0.246,2026-04-09
GAM0045727,USR045727,11495,2286,23,9,270,45727,53,0.634,2026-05-10
GAM0045728,USR045728,13606,1039,28,4,318,45728,63,0.653,2026-03-22
GAM0045729,USR045729,615,2257,2,53,152,45729,194,0.399,2026-04-05
GAM0045730,USR045730,693,8770,2,4,43,45730,32,0.288,2026-03-19
GAM0045731,USR045731,15873,3848,32,50,201,45731,39,0.664,2026-05-08
GAM0045732,USR045732,5469,9668,11,43,364,45732,197,0.404,2026-04-04
GAM0045733,USR045733,15999,1601,32,1,42,45733,196,0.54,2026-04-24
GAM0045734,USR045734,11133,8153,23,3,317,45734,165,0.341,2026-03-24
GAM0045735,USR045735,24110,6016,49,30,318,45735,52,0.613,2026-04-29
GAM0045736,USR045736,88,7670,1,5,185,45736,120,0.166,2026-04-12
GAM0045737,USR045737,24695,8956,50,7,225,45737,91,0.302,2026-04-11
GAM0045738,USR045738,13577,4876,28,29,335,45738,134,0.025,2026-04-08
GAM0045739,USR045739,10347,8957,21,46,26,45739,115,0.175,2026-03-19
GAM0045740,USR045740,8591,6602,18,57,268,45740,42,0.97,2026-04-10
GAM0045741,USR045741,8825,5114,18,76,356,45741,34,0.613,2026-04-21
GAM0045742,USR045742,607,6801,2,62,205,45742,159,0.852,2026-03-31
GAM0045743,USR045743,7248,1384,15,27,282,45743,188,0.291,2026-04-25
GAM0045744,USR045744,3621,7754,8,34,108,45744,82,0.235,2026-04-21
GAM0045745,USR045745,19940,6627,40,38,20,45745,100,0.085,2026-03-15
GAM0045746,USR045746,14262,3376,29,9,240,45746,161,0.273,2026-03-31
GAM0045747,USR045747,11278,4557,23,6,269,45747,200,0.406,2026-04-21
GAM0045748,USR045748,11511,2792,24,58,308,45748,128,0.917,2026-03-25
GAM0045749,USR045749,1631,6430,4,26,316,45749,78,0.028,2026-04-17
GAM0045750,USR045750,12241,8697,25,30,39,45750,114,0.321,2026-04-07
GAM0045751,USR045751,10529,4689,22,25,178,45751,96,0.291,2026-03-14
GAM0045752,USR045752,19253,6340,39,24,144,45752,141,0.5,2026-04-07
GAM0045753,USR045753,18422,9178,37,24,333,45753,72,0.465,2026-04-12
GAM0045754,USR045754,20580,6536,42,31,283,45754,167,0.007,2026-04-30
GAM0045755,USR045755,328,6965,1,20,356,45755,138,0.466,2026-03-15
GAM0045756,USR045756,11948,1382,24,17,91,45756,27,0.217,2026-03-26
GAM0045757,USR045757,20032,5130,41,31,259,45757,151,0.505,2026-05-13
GAM0045758,USR045758,18142,786,37,27,324,45758,131,0.009,2026-03-18
GAM0045759,USR045759,12114,2298,25,52,351,45759,82,0.235,2026-03-24
GAM0045760,USR045760,10647,595,22,65,274,45760,135,0.517,2026-04-12
GAM0045761,USR045761,20187,2796,41,1,196,45761,162,0.28,2026-04-02
GAM0045762,USR045762,23909,8240,48,36,160,45762,181,0.09,2026-04-13
GAM0045763,USR045763,5383,2840,11,14,319,45763,152,0.376,2026-04-28
GAM0045764,USR045764,13459,8655,27,13,362,45764,128,0.177,2026-04-05
GAM0045765,USR045765,6358,8175,13,32,259,45765,65,0.476,2026-05-13
GAM0045766,USR045766,10089,6372,21,17,102,45766,42,0.565,2026-04-27
GAM0045767,USR045767,24549,4626,50,66,245,45767,107,0.203,2026-03-25
GAM0045768,USR045768,8936,6735,18,10,24,45768,102,0.955,2026-04-04
GAM0045769,USR045769,10092,9132,21,63,116,45769,167,0.791,2026-03-20
GAM0045770,USR045770,20098,9459,41,72,261,45770,28,0.247,2026-04-02
GAM0045771,USR045771,12427,4118,25,6,169,45771,16,0.005,2026-04-27
GAM0045772,USR045772,6859,56,14,73,363,45772,49,0.78,2026-04-03
GAM0045773,USR045773,2600,7385,6,23,94,45773,89,0.241,2026-03-18
GAM0045774,USR045774,11064,1939,23,42,128,45774,155,0.574,2026-04-18
GAM0045775,USR045775,1385,9827,3,57,230,45775,114,0.189,2026-04-28
GAM0045776,USR045776,6535,9116,14,80,25,45776,180,0.937,2026-04-02
GAM0045777,USR045777,18531,4807,38,9,300,45777,77,0.591,2026-05-11
GAM0045778,USR045778,21464,4861,43,52,70,45778,151,0.149,2026-05-12
GAM0045779,USR045779,2961,6580,6,68,315,45779,42,0.497,2026-03-28
GAM0045780,USR045780,4565,2870,10,25,218,45780,12,0.149,2026-03-28
GAM0045781,USR045781,920,23,2,5,190,45781,41,0.091,2026-04-03
GAM0045782,USR045782,1933,8416,4,4,26,45782,38,0.961,2026-03-31
GAM0045783,USR045783,3653,3123,8,29,174,45783,54,0.811,2026-04-15
GAM0045784,USR045784,21128,2788,43,23,60,45784,5,0.967,2026-03-16
GAM0045785,USR045785,15567,6132,32,50,198,45785,89,0.63,2026-04-22
GAM0045786,USR045786,15837,6353,32,28,182,45786,37,0.33,2026-03-24
GAM0045787,USR045787,10031,9565,21,18,119,45787,149,0.141,2026-03-27
GAM0045788,USR045788,21186,3907,43,65,83,45788,135,0.601,2026-04-11
GAM0045789,USR045789,22948,5502,46,58,163,45789,20,0.334,2026-03-25
GAM0045790,USR045790,11471,6008,23,48,184,45790,97,0.709,2026-05-02
GAM0045791,USR045791,22530,1690,46,19,12,45791,151,0.814,2026-03-30
GAM0045792,USR045792,16763,1622,34,31,6,45792,4,0.805,2026-03-21
GAM0045793,USR045793,24657,1020,50,61,278,45793,111,0.796,2026-04-28
GAM0045794,USR045794,2215,9230,5,23,51,45794,22,0.835,2026-05-03
GAM0045795,USR045795,12242,8940,25,5,124,45795,56,0.417,2026-04-25
GAM0045796,USR045796,24375,2237,49,49,308,45796,45,0.369,2026-05-05
GAM0045797,USR045797,23027,3299,47,57,291,45797,141,0.789,2026-03-29
GAM0045798,USR045798,10921,5132,22,79,362,45798,161,0.541,2026-04-12
GAM0045799,USR045799,8225,9858,17,68,242,45799,17,0.07,2026-04-05
GAM0045800,USR045800,24165,3812,49,11,88,45800,159,0.217,2026-03-15
GAM0045801,USR045801,1870,3796,4,58,279,45801,58,0.134,2026-03-29
GAM0045802,USR045802,11352,4443,23,42,74,45802,130,0.021,2026-03-14
GAM0045803,USR045803,5937,7552,12,0,220,45803,36,0.494,2026-04-25
GAM0045804,USR045804,13076,4161,27,36,9,45804,99,0.103,2026-03-18
GAM0045805,USR045805,15639,7692,32,32,210,45805,198,0.928,2026-04-30
GAM0045806,USR045806,8188,3661,17,53,51,45806,175,0.178,2026-03-15
GAM0045807,USR045807,2831,6129,6,49,343,45807,189,0.622,2026-03-23
GAM0045808,USR045808,21994,3886,44,14,336,45808,141,0.007,2026-04-15
GAM0045809,USR045809,1344,4050,3,33,171,45809,63,0.509,2026-05-07
GAM0045810,USR045810,16745,3145,34,42,156,45810,125,0.178,2026-04-14
GAM0045811,USR045811,16696,5779,34,39,306,45811,123,0.807,2026-04-09
GAM0045812,USR045812,20465,110,41,74,91,45812,12,0.424,2026-05-07
GAM0045813,USR045813,13901,504,28,4,89,45813,107,0.723,2026-04-21
GAM0045814,USR045814,20126,3193,41,72,299,45814,152,0.401,2026-03-24
GAM0045815,USR045815,1404,392,3,49,290,45815,130,0.862,2026-04-21
GAM0045816,USR045816,18801,1053,38,3,241,45816,196,0.906,2026-03-24
GAM0045817,USR045817,1180,14,3,74,43,45817,200,0.345,2026-04-01
GAM0045818,USR045818,12169,2679,25,57,61,45818,92,0.175,2026-04-30
GAM0045819,USR045819,8605,7921,18,21,20,45819,184,0.277,2026-04-18
GAM0045820,USR045820,13203,5859,27,28,251,45820,97,0.255,2026-04-08
GAM0045821,USR045821,18337,9943,37,13,140,45821,24,0.289,2026-04-05
GAM0045822,USR045822,17832,8799,36,53,314,45822,47,0.309,2026-04-02
GAM0045823,USR045823,20982,2621,42,67,327,45823,150,0.833,2026-04-16
GAM0045824,USR045824,13060,9494,27,6,84,45824,154,0.166,2026-04-14
GAM0045825,USR045825,11724,2206,24,71,343,45825,109,0.131,2026-05-05
GAM0045826,USR045826,17048,7473,35,50,272,45826,99,0.398,2026-04-27
GAM0045827,USR045827,10493,946,21,31,137,45827,166,0.331,2026-03-23
GAM0045828,USR045828,20529,1472,42,67,108,45828,173,0.035,2026-03-29
GAM0045829,USR045829,6329,1687,13,54,106,45829,116,0.243,2026-04-08
GAM0045830,USR045830,23737,8409,48,55,198,45830,129,0.637,2026-04-01
GAM0045831,USR045831,22273,2134,45,44,212,45831,156,0.733,2026-05-13
GAM0045832,USR045832,16912,1998,34,8,69,45832,131,0.725,2026-04-17
GAM0045833,USR045833,5898,1626,12,16,69,45833,28,0.055,2026-03-17
GAM0045834,USR045834,6484,7849,13,6,166,45834,89,0.505,2026-04-28
GAM0045835,USR045835,8079,7219,17,12,159,45835,33,0.666,2026-04-14
GAM0045836,USR045836,18955,4514,38,47,187,45836,187,0.641,2026-03-17
GAM0045837,USR045837,9550,6426,20,42,232,45837,19,0.84,2026-03-19
GAM0045838,USR045838,20979,8934,42,25,198,45838,25,0.569,2026-04-22
GAM0045839,USR045839,12110,7776,25,24,0,45839,19,0.402,2026-04-20
GAM0045840,USR045840,4612,1950,10,68,273,45840,159,0.248,2026-04-25
GAM0045841,USR045841,6890,9993,14,75,22,45841,191,0.684,2026-04-04
GAM0045842,USR045842,1980,3893,4,49,141,45842,120,0.592,2026-03-29
GAM0045843,USR045843,18635,4115,38,16,123,45843,0,0.444,2026-04-05
GAM0045844,USR045844,4420,9005,9,34,211,45844,31,0.056,2026-03-29
GAM0045845,USR045845,6195,6837,13,38,114,45845,4,0.577,2026-05-09
GAM0045846,USR045846,6152,9353,13,8,263,45846,82,0.726,2026-04-20
GAM0045847,USR045847,7498,4220,15,59,30,45847,194,0.037,2026-05-09
GAM0045848,USR045848,18672,3378,38,35,191,45848,87,0.438,2026-05-10
GAM0045849,USR045849,1385,9279,3,59,91,45849,183,0.162,2026-04-12
GAM0045850,USR045850,2976,3656,6,16,227,45850,139,0.764,2026-04-05
GAM0045851,USR045851,16451,8542,33,40,111,45851,44,0.044,2026-04-20
GAM0045852,USR045852,8608,11,18,41,335,45852,200,0.592,2026-04-18
GAM0045853,USR045853,24086,9468,49,0,220,45853,168,0.958,2026-04-06
GAM0045854,USR045854,13436,9180,27,19,14,45854,172,0.949,2026-03-16
GAM0045855,USR045855,22287,4041,45,9,350,45855,191,0.498,2026-05-13
GAM0045856,USR045856,6078,5905,13,78,57,45856,195,0.04,2026-05-13
GAM0045857,USR045857,9991,275,20,42,187,45857,36,0.499,2026-05-13
GAM0045858,USR045858,10242,2294,21,37,278,45858,188,0.601,2026-03-17
GAM0045859,USR045859,1887,1191,4,49,235,45859,52,0.074,2026-04-13
GAM0045860,USR045860,16414,613,33,73,147,45860,172,0.735,2026-03-18
GAM0045861,USR045861,18260,1044,37,27,170,45861,85,0.526,2026-05-02
GAM0045862,USR045862,18802,3745,38,28,147,45862,29,0.198,2026-03-14
GAM0045863,USR045863,20260,6397,41,39,24,45863,66,0.595,2026-03-22
GAM0045864,USR045864,15111,4390,31,35,195,45864,5,0.779,2026-03-24
GAM0045865,USR045865,22710,8686,46,57,202,45865,111,0.701,2026-03-29
GAM0045866,USR045866,22250,7657,45,76,67,45866,150,0.542,2026-04-26
GAM0045867,USR045867,3388,707,7,38,160,45867,164,0.893,2026-03-26
GAM0045868,USR045868,16532,6591,34,0,183,45868,96,0.188,2026-05-11
GAM0045869,USR045869,13843,7810,28,44,362,45869,66,0.084,2026-04-20
GAM0045870,USR045870,8033,1601,17,13,250,45870,53,0.998,2026-03-18
GAM0045871,USR045871,11657,9946,24,9,267,45871,200,0.31,2026-04-20
GAM0045872,USR045872,15601,5379,32,14,41,45872,38,0.221,2026-04-05
GAM0045873,USR045873,19702,7389,40,66,309,45873,175,0.028,2026-04-22
GAM0045874,USR045874,9234,1371,19,70,355,45874,101,0.351,2026-04-15
GAM0045875,USR045875,19441,7279,39,61,292,45875,188,0.73,2026-05-04
GAM0045876,USR045876,9794,2341,20,60,43,45876,103,0.455,2026-04-10
GAM0045877,USR045877,9442,3921,19,38,204,45877,93,0.509,2026-03-17
GAM0045878,USR045878,2410,6945,5,54,194,45878,56,0.762,2026-03-17
GAM0045879,USR045879,23851,6263,48,20,352,45879,197,0.476,2026-05-04
GAM0045880,USR045880,22534,4920,46,50,284,45880,7,0.016,2026-04-09
GAM0045881,USR045881,1876,158,4,66,47,45881,174,0.731,2026-03-25
GAM0045882,USR045882,12,276,1,42,295,45882,87,0.711,2026-05-04
GAM0045883,USR045883,23341,2345,47,52,95,45883,132,0.231,2026-05-05
GAM0045884,USR045884,16920,3568,34,22,328,45884,172,0.747,2026-04-13
GAM0045885,USR045885,12804,2103,26,56,0,45885,197,0.12,2026-03-26
GAM0045886,USR045886,10959,3343,22,14,75,45886,75,0.978,2026-04-28
GAM0045887,USR045887,6497,8354,13,30,10,45887,41,0.115,2026-05-11
GAM0045888,USR045888,6715,3216,14,11,267,45888,151,0.455,2026-04-20
GAM0045889,USR045889,1292,3570,3,78,121,45889,47,0.89,2026-05-12
GAM0045890,USR045890,19079,9524,39,62,277,45890,97,0.575,2026-04-11
GAM0045891,USR045891,12578,1997,26,3,164,45891,33,0.703,2026-03-15
GAM0045892,USR045892,14688,8746,30,1,318,45892,42,0.329,2026-03-23
GAM0045893,USR045893,1034,7787,3,52,59,45893,170,0.686,2026-04-05
GAM0045894,USR045894,21679,2319,44,49,324,45894,159,0.957,2026-04-16
GAM0045895,USR045895,6134,4381,13,46,261,45895,78,0.506,2026-05-03
GAM0045896,USR045896,16861,6146,34,80,339,45896,134,0.415,2026-04-12
GAM0045897,USR045897,15254,5908,31,75,39,45897,37,0.53,2026-04-23
GAM0045898,USR045898,7676,1302,16,72,234,45898,131,0.997,2026-03-21
GAM0045899,USR045899,1954,9310,4,35,21,45899,123,0.7,2026-03-24
GAM0045900,USR045900,9511,9130,20,67,345,45900,112,0.55,2026-04-19
GAM0045901,USR045901,11198,6634,23,24,233,45901,180,0.088,2026-04-25
GAM0045902,USR045902,22780,783,46,70,138,45902,52,0.083,2026-04-22
GAM0045903,USR045903,17684,902,36,24,311,45903,90,0.006,2026-04-09
GAM0045904,USR045904,5340,8845,11,21,50,45904,114,0.346,2026-05-09
GAM0045905,USR045905,5580,2135,12,60,231,45905,125,0.847,2026-04-10
GAM0045906,USR045906,19112,4978,39,59,108,45906,42,0.542,2026-04-02
GAM0045907,USR045907,18556,7291,38,3,262,45907,197,0.245,2026-04-08
GAM0045908,USR045908,10555,8229,22,45,235,45908,1,0.42,2026-04-13
GAM0045909,USR045909,16710,7000,34,22,41,45909,29,0.775,2026-04-08
GAM0045910,USR045910,1506,4475,4,59,38,45910,170,0.569,2026-04-15
GAM0045911,USR045911,10395,7768,21,33,85,45911,52,0.323,2026-04-06
GAM0045912,USR045912,8191,2972,17,51,68,45912,150,0.989,2026-05-09
GAM0045913,USR045913,14546,992,30,43,309,45913,111,0.554,2026-04-17
GAM0045914,USR045914,22948,166,46,18,209,45914,156,0.691,2026-04-17
GAM0045915,USR045915,7333,7401,15,17,296,45915,149,0.824,2026-04-03
GAM0045916,USR045916,2242,2474,5,42,144,45916,154,0.298,2026-05-03
GAM0045917,USR045917,14554,4237,30,57,347,45917,163,0.56,2026-03-14
GAM0045918,USR045918,22870,4147,46,23,94,45918,71,0.378,2026-05-10
GAM0045919,USR045919,10584,8871,22,28,50,45919,176,0.157,2026-03-17
GAM0045920,USR045920,17359,9812,35,57,6,45920,75,0.373,2026-04-12
GAM0045921,USR045921,20797,5671,42,7,197,45921,64,0.76,2026-04-20
GAM0045922,USR045922,3822,5794,8,77,18,45922,3,0.536,2026-04-02
GAM0045923,USR045923,12666,6930,26,13,70,45923,16,0.042,2026-05-06
GAM0045924,USR045924,15742,3489,32,66,45,45924,194,0.652,2026-03-23
GAM0045925,USR045925,12317,8648,25,24,328,45925,97,0.68,2026-03-14
GAM0045926,USR045926,1166,3165,3,75,132,45926,77,0.963,2026-05-05
GAM0045927,USR045927,13490,4053,27,37,207,45927,168,0.739,2026-05-06
GAM0045928,USR045928,19780,9982,40,20,289,45928,117,0.291,2026-04-03
GAM0045929,USR045929,9049,9611,19,79,83,45929,39,0.592,2026-04-19
GAM0045930,USR045930,21945,3424,44,17,82,45930,71,0.361,2026-03-19
GAM0045931,USR045931,15133,7257,31,24,325,45931,137,0.957,2026-03-28
GAM0045932,USR045932,2522,9074,6,26,61,45932,81,0.72,2026-04-28
GAM0045933,USR045933,9807,8695,20,15,87,45933,71,0.663,2026-04-02
GAM0045934,USR045934,7406,3138,15,24,26,45934,132,0.708,2026-05-07
GAM0045935,USR045935,1743,7998,4,73,78,45935,110,0.464,2026-04-01
GAM0045936,USR045936,20222,765,41,27,192,45936,12,0.607,2026-04-15
GAM0045937,USR045937,15261,437,31,45,94,45937,136,0.105,2026-03-31
GAM0045938,USR045938,24834,1104,50,37,20,45938,35,0.677,2026-05-11
GAM0045939,USR045939,16903,3925,34,30,75,45939,122,0.177,2026-05-10
GAM0045940,USR045940,20177,8544,41,28,44,45940,115,0.326,2026-04-28
GAM0045941,USR045941,5523,3958,12,57,43,45941,34,0.099,2026-04-25
GAM0045942,USR045942,16774,1541,34,4,331,45942,60,0.916,2026-04-06
GAM0045943,USR045943,23911,803,48,56,225,45943,192,0.268,2026-04-17
GAM0045944,USR045944,22622,9263,46,57,229,45944,183,0.003,2026-04-22
GAM0045945,USR045945,24376,5235,49,72,49,45945,188,0.226,2026-04-04
GAM0045946,USR045946,20115,723,41,79,116,45946,30,0.34,2026-05-13
