post_id,user_id,post_type,content,hashtags,likes_count,comments_count,shares_count,ai_moderation_status,created_at
PST0020710,USR019662,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1575,148,57,Flagged,2026-05-12
PST0020711,USR045787,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,2476,368,75,Needs Review,2026-04-01
PST0020712,USR035126,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2806,370,180,Approved,2026-04-12
PST0020713,USR012067,Achievement,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2721,488,94,Approved,2026-01-25
PST0020714,USR046794,Job Opportunity,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,258,170,13,Needs Review,2026-02-22
PST0020715,USR031093,Achievement,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,358,2,150,Flagged,2026-04-07
PST0020716,USR010599,Project Showcase,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,843,286,147,Flagged,2026-01-03
PST0020717,USR031000,Poll,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,2557,400,101,Approved,2026-01-07
PST0020718,USR040984,Achievement,"Sharing my learning progress and insights on Finance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Finance #KaaS #Learning #AI,3933,66,44,Flagged,2026-03-18
PST0020719,USR044720,Achievement,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1407,103,182,Approved,2026-02-09
PST0020720,USR030841,Project Showcase,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,3444,71,83,Approved,2026-04-17
PST0020721,USR049873,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,783,315,24,Approved,2026-01-10
PST0020722,USR008397,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,1337,259,52,Needs Review,2026-02-07
PST0020723,USR004898,Poll,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,4543,2,188,Flagged,2026-02-22
PST0020724,USR001264,Article Share,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,3996,159,11,Approved,2025-12-05
PST0020725,USR049949,Job Opportunity,"Sharing my learning progress and insights on Healthcare. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Healthcare #KaaS #Learning #AI,1742,202,191,Approved,2025-12-26
PST0020726,USR012780,Project Showcase,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,2003,223,117,Approved,2026-01-09
PST0020727,USR003093,Learning Update,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1781,392,81,Approved,2025-11-17
PST0020728,USR046020,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1448,295,50,Approved,2026-02-23
PST0020729,USR020678,Poll,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,4635,140,195,Flagged,2026-02-09
PST0020730,USR020082,Learning Update,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,1080,424,84,Approved,2025-11-27
PST0020731,USR000969,Question,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,264,386,87,Approved,2026-01-07
PST0020732,USR040659,Poll,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,4903,79,68,Approved,2026-05-11
PST0020733,USR002223,Article Share,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,1927,209,139,Needs Review,2025-12-19
PST0020734,USR045681,Job Opportunity,"Sharing my learning progress and insights on Cybersecurity. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cybersecurity #KaaS #Learning #AI,1389,373,23,Approved,2025-12-15
PST0020735,USR026948,Learning Update,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,2850,306,10,Needs Review,2026-03-04
PST0020736,USR047567,Achievement,"Sharing my learning progress and insights on Manufacturing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Manufacturing #KaaS #Learning #AI,1528,464,176,Approved,2025-12-19
PST0020737,USR022182,Learning Update,"Sharing my learning progress and insights on Leadership. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Leadership #KaaS #Learning #AI,6,298,129,Approved,2026-02-22
PST0020738,USR011881,Job Opportunity,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1562,57,102,Approved,2025-11-17
PST0020739,USR012389,Achievement,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,2389,488,155,Approved,2026-03-16
PST0020740,USR003775,Project Showcase,"Sharing my learning progress and insights on Digital Marketing. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DigitalMarketing #KaaS #Learning #AI,3972,134,178,Approved,2026-03-02
PST0020741,USR001935,Article Share,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2362,167,50,Approved,2026-03-30
PST0020742,USR031533,Achievement,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,1599,449,7,Flagged,2025-12-11
PST0020743,USR026332,Learning Update,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,739,148,40,Approved,2026-03-27
PST0020744,USR022675,Learning Update,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,3636,360,79,Needs Review,2026-04-06
PST0020745,USR029524,Poll,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,1495,435,47,Needs Review,2025-12-26
PST0020746,USR032073,Project Showcase,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,2315,299,95,Approved,2026-05-13
PST0020747,USR005614,Learning Update,"Sharing my learning progress and insights on AI. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#AI #KaaS #Learning #AI,4706,256,99,Approved,2025-11-22
PST0020748,USR018339,Question,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4777,391,171,Approved,2026-02-22
PST0020749,USR020882,Achievement,"Sharing my learning progress and insights on HR. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#HR #KaaS #Learning #AI,3987,59,165,Needs Review,2026-04-16
PST0020750,USR005358,Achievement,"Sharing my learning progress and insights on Data Science. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#DataScience #KaaS #Learning #AI,3333,434,129,Flagged,2026-05-10
PST0020751,USR039157,Question,"Sharing my learning progress and insights on Cloud. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Cloud #KaaS #Learning #AI,2745,383,163,Approved,2026-01-05
PST0020752,USR022114,Achievement,"Sharing my learning progress and insights on Project Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#ProjectManagement #KaaS #Learning #AI,4140,408,124,Approved,2025-12-13
PST0020753,USR018540,Question,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,931,134,197,Needs Review,2025-12-10
PST0020754,USR017986,Question,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,1642,79,133,Approved,2026-02-23
PST0020755,USR002306,Poll,"Sharing my learning progress and insights on Governance. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Governance #KaaS #Learning #AI,2988,407,106,Approved,2026-02-08
PST0020756,USR041583,Job Opportunity,"Sharing my learning progress and insights on Quality Management. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#QualityManagement #KaaS #Learning #AI,575,288,187,Approved,2026-01-28
PST0020757,USR047666,Project Showcase,"Sharing my learning progress and insights on Full Stack. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#FullStack #KaaS #Learning #AI,210,261,199,Approved,2026-02-22
PST0020758,USR018468,Question,"Sharing my learning progress and insights on Sales. This post demonstrates social learning, knowledge sharing, and mini-LinkedIn style engagement.",#Sales #KaaS #Learning #AI,1964,245,118,Needs Review,2026-01-10
